head_entity_text,tail_entity_text,relation
maps,portfolio,"Content-Container (e1, e2)"
balm,soul,Other
man,custody,"Entity-Destination (e1, e2)"
tears,river,"Entity-Destination (e1, e2)"
reservoir,operation,"Entity-Destination (e1, e2)"
handful,tidbits,"Member-Collection (e1, e2)"
tree,trunks,"Component-Whole (e1, e2)"
unit,transportation,Other
insight,problem,Other
statement,leadership,"Message-Topic (e1, e2)"
fish,shoal,"Member-Collection (e1, e2)"
wine,can,"Content-Container (e1, e2)"
log- jam,cases,"Cause-Effect (e1, e2)"
journal,book reviews,"Component-Whole (e1, e2)"
talk,challenges,"Message-Topic (e1, e2)"
bloodshed,growth,"Cause-Effect (e2, e1)"
correspondence,cheque,"Content-Container (e1, e2)"
class,therapeutic benefits,"Message-Topic (e1, e2)"
flink,cows,"Member-Collection (e1, e2)"
ring,partners,"Member-Collection (e1, e2)"
Tree,bark,"Component-Whole (e1, e2)"
bolt,firearm,"Component-Whole (e1, e2)"
water,evaporators,"Entity-Origin (e1, e2)"
questionnaire,sections,"Component-Whole (e1, e2)"
disputation,lawyers,Other
benefits,sentence,Other
witch,bone,"Instrument-Agency (e1, e2)"
biosurfactant,oil,"Product-Producer (e2, e1)"
steps,ladder,"Component-Whole (e1, e2)"
bottle,isopropanol,"Content-Container (e1, e2)"
letter,group,"Entity-Destination (e1, e2)"
stranger,brother,Other
rudders,towboats,"Instrument-Agency (e2, e1)"
tribes,houses,"Product-Producer (e1, e2)"
rain,forest canopy,"Entity-Origin (e1, e2)"
boat,harbour,"Entity-Destination (e1, e2)"
anxiety,accident,"Cause-Effect (e2, e1)"
company,obligations,Other
community,scholars,"Member-Collection (e1, e2)"
room,corner,Other
technique,websites,"Instrument-Agency (e1, e2)"
file cabinet,IOU,"Content-Container (e1, e2)"
policeman,police force,"Member-Collection (e1, e2)"
sunflower,oil,"Product-Producer (e1, e2)"
stores,areas,"Component-Whole (e1, e2)"
energy,source,"Entity-Origin (e1, e2)"
publications,similarities,Other
man,bat,"Instrument-Agency (e1, e2)"
remnants,box,"Content-Container (e1, e2)"
cerebrum,hemispheres,"Component-Whole (e1, e2)"
clowder,cats,"Member-Collection (e1, e2)"
powder,casing,"Content-Container (e1, e2)"
soul,body,"Entity-Origin (e1, e2)"
remote control,water,"Entity-Destination (e1, e2)"
books,identification,"Message-Topic (e1, e2)"
energy,charge,"Cause-Effect (e2, e1)"
nucleocapsids,nuclei,"Entity-Destination (e1, e2)"
nest,hornets,"Member-Collection (e1, e2)"
spindle,pump,"Component-Whole (e1, e2)"
caravan,camels,"Member-Collection (e1, e2)"
crimes,show,Other
chocolate,butter,"Component-Whole (e1, e2)"
niece,apartment,"Entity-Destination (e1, e2)"
design,architect,"Product-Producer (e2, e1)"
cook,coals,"Instrument-Agency (e1, e2)"
acne,cosmetics,"Cause-Effect (e2, e1)"
moons,collaboration,Other
light,face,"Entity-Origin (e1, e2)"
receiver,catch,Other
shirt,sleeve,"Component-Whole (e1, e2)"
garden,pail,"Content-Container (e1, e2)"
document,interrogation,"Message-Topic (e1, e2)"
nuts,tires,"Component-Whole (e1, e2)"
man,knife,"Instrument-Agency (e1, e2)"
stone,cup,"Content-Container (e1, e2)"
noise,resistors,"Cause-Effect (e2, e1)"
damage,reconstruction,"Cause-Effect (e1, e2)"
dialogue,economic impact,"Message-Topic (e1, e2)"
bank,plans,"Product-Producer (e1, e2)"
light,turrets,"Entity-Origin (e2, e1)"
stew,cauldron,"Content-Container (e1, e2)"
sedge,bitterns,"Member-Collection (e1, e2)"
woman,village,"Entity-Origin (e2, e1)"
questions,cultural differences,"Message-Topic (e1, e2)"
phosphorus,calcium loss,"Cause-Effect (e1, e2)"
furnace,thermostat,"Component-Whole (e1, e2)"
bureau,committee,"Product-Producer (e1, e2)"
mover,hamburger,Other
wallet,locker,"Content-Container (e1, e2)"
book,chapters,"Component-Whole (e1, e2)"
display case,desserts,"Content-Container (e1, e2)"
chemicals,river,"Entity-Destination (e1, e2)"
member,team,"Member-Collection (e1, e2)"
script,index,"Product-Producer (e1, e2)"
preview,blog,"Entity-Destination (e1, e2)"
radio,development,"Message-Topic (e1, e2)"
convict,claim,"Product-Producer (e1, e2)"
armor,chest,"Content-Container (e1, e2)"
dust,irritation,"Cause-Effect (e1, e2)"
flakeboard,guardrail,"Entity-Origin (e2, e1)"
troop,princesses,"Member-Collection (e1, e2)"
plastic bag,marijuana,"Content-Container (e1, e2)"
thermostat,refrigerator,"Component-Whole (e1, e2)"
crisis,sector,"Cause-Effect (e1, e2)"
hormone,gland,"Product-Producer (e2, e1)"
researcher,programme,"Product-Producer (e1, e2)"
mountain,landscapes,"Component-Whole (e1, e2)"
boxes,house,"Entity-Destination (e1, e2)"
heat,metamorphism,"Cause-Effect (e1, e2)"
optimization,engineers,"Instrument-Agency (e2, e1)"
phalanx,comrades,"Member-Collection (e1, e2)"
flange,baboons,"Member-Collection (e1, e2)"
architect,strip,"Instrument-Agency (e1, e2)"
fever,stress,"Cause-Effect (e2, e1)"
aircraft,flight,"Entity-Destination (e1, e2)"
recipe,friends,"Entity-Origin (e2, e1)"
mastiffs,homes,"Entity-Destination (e1, e2)"
pin,potentiometer,"Component-Whole (e1, e2)"
nide,pheasants,"Member-Collection (e1, e2)"
statement,topics,"Message-Topic (e1, e2)"
article,music,"Message-Topic (e1, e2)"
bottle,gold dust,"Content-Container (e1, e2)"
weight,collapse,"Cause-Effect (e1, e2)"
committee,recommendations,"Product-Producer (e1, e2)"
circle,mobsters,"Member-Collection (e1, e2)"
nose,tissue,"Component-Whole (e1, e2)"
monsoons,change,"Cause-Effect (e1, e2)"
rules,behavior,"Message-Topic (e1, e2)"
explosion,blast,"Cause-Effect (e2, e1)"
sadness,fear,"Cause-Effect (e1, e2)"
padding,helmets,"Component-Whole (e1, e2)"
letters,addresses,"Entity-Destination (e1, e2)"
kitchen,fridge,"Component-Whole (e1, e2)"
shop,booth,"Component-Whole (e1, e2)"
damage,hallucinogens,"Cause-Effect (e2, e1)"
flu,chills,"Cause-Effect (e1, e2)"
device,port,"Entity-Destination (e1, e2)"
workshop,tools,"Content-Container (e1, e2)"
joke,comedy,"Component-Whole (e1, e2)"
grain,whisky,"Product-Producer (e1, e2)"
quarterback,pass,"Instrument-Agency (e1, e2)"
cistern,liquids,"Content-Container (e1, e2)"
policy,prevention,"Instrument-Agency (e1, e2)"
catapult,arm,"Component-Whole (e1, e2)"
company,research,"Entity-Destination (e1, e2)"
people,areas,"Entity-Destination (e1, e2)"
decedent,yard,"Entity-Origin (e1, e2)"
heart,valves,"Component-Whole (e1, e2)"
author,birth,"Entity-Origin (e1, e2)"
page,conventions,"Content-Container (e1, e2)"
blaze,fault,"Cause-Effect (e2, e1)"
bean,flour,"Product-Producer (e1, e2)"
key,member,"Member-Collection (e1, e2)"
merger,opposition,"Cause-Effect (e1, e2)"
regulation,valve,"Instrument-Agency (e1, e2)"
bullet,head,"Entity-Destination (e1, e2)"
computer,area,"Entity-Destination (e1, e2)"
details,interview,"Content-Container (e1, e2)"
debris,fire,"Cause-Effect (e2, e1)"
flu,stress,"Cause-Effect (e1, e2)"
slot machine,reels,"Component-Whole (e1, e2)"
rod,cylinder,"Component-Whole (e1, e2)"
archive,months,"Content-Container (e1, e2)"
Jug,wine,"Content-Container (e1, e2)"
paddle,canister,"Component-Whole (e1, e2)"
government,science,"Message-Topic (e1, e2)"
pages,significance,"Content-Container (e1, e2)"
cockpit,floor,"Component-Whole (e1, e2)"
team,general counsel,"Member-Collection (e1, e2)"
merchant,duct-flutes,"Product-Producer (e2, e1)"
plurality,features,"Component-Whole (e1, e2)"
accident,death,"Cause-Effect (e1, e2)"
kidney,father,"Entity-Destination (e1, e2)"
technique,laser,"Instrument-Agency (e1, e2)"
species,forest,"Member-Collection (e1, e2)"
parts,story,"Component-Whole (e1, e2)"
plant,leaves,"Component-Whole (e1, e2)"
starch,sugars,"Product-Producer (e1, e2)"
employee,comment,"Message-Topic (e1, e2)"
tree,woods,"Component-Whole (e1, e2)"
council,zones,"Entity-Destination (e1, e2)"
theme,street vision,"Message-Topic (e1, e2)"
catheter,artery,"Entity-Destination (e1, e2)"
fever,vaccines,"Cause-Effect (e2, e1)"
decision,maker,"Instrument-Agency (e1, e2)"
bodies,barrels,"Content-Container (e1, e2)"
report,motives,"Message-Topic (e1, e2)"
baseball,arbitrator,"Instrument-Agency (e1, e2)"
report,degree,"Message-Topic (e1, e2)"
tree,woods,"Component-Whole (e1, e2)"
Acne,oily skin,"Cause-Effect (e2, e1)"
meeting,vote,"Instrument-Agency (e1, e2)"
movie,box set,"Content-Container (e1, e2)"
magazines,subscribers,"Entity-Destination (e1, e2)"
dirt,acne,"Cause-Effect (e2, e1)"
bottle,canteen,"Product-Producer (e2, e1)"
sandalwood,soil,"Entity-Origin (e1, e2)"
coil,galvanometer,"Component-Whole (e1, e2)"
sheets,aspects,"Message-Topic (e1, e2)"
project,art,"Instrument-Agency (e1, e2)"
squads,shots,"Instrument-Agency (e1, e2)"
fuselage,bay,"Component-Whole (e1, e2)"
rabble,persons,"Member-Collection (e1, e2)"
pole,receptacle,"Entity-Destination (e1, e2)"
brain,cerebellum,"Component-Whole (e1, e2)"
pillow,foam,"Product-Producer (e2, e1)"
houses,government,"Product-Producer (e2, e1)"
pile,books,"Content-Container (e1, e2)"
rules,criteria,"Message-Topic (e1, e2)"
remnant,epochs,"Entity-Origin (e1, e2)"
player,keyframe,"Instrument-Agency (e1, e2)"
ship,fleet,"Member-Collection (e1, e2)"
blogs,life,"Message-Topic (e1, e2)"
teacher,blackboard,"Instrument-Agency (e1, e2)"
work,employee,"Product-Producer (e2, e1)"
categories,tourism,"Member-Collection (e1, e2)"
water,ocean,"Entity-Origin (e1, e2)"
mother,depression,"Cause-Effect (e2, e1)"
troop,fairies,"Member-Collection (e1, e2)"
syrup,cask,"Entity-Origin (e1, e2)"
rainbows,refraction,"Cause-Effect (e2, e1)"
chart,study,"Product-Producer (e2, e1)"
candlestick,maker,"Product-Producer (e2, e1)"
storm,cancellation,"Cause-Effect (e1, e2)"
parade,athletes,"Member-Collection (e1, e2)"
harm,flood,"Cause-Effect (e2, e1)"
history,book,"Content-Container (e1, e2)"
album,jacket,"Content-Container (e1, e2)"
aid,countries,"Entity-Destination (e1, e2)"
mustard,mustard seeds,"Product-Producer (e2, e1)"
mother,team,"Member-Collection (e1, e2)"
milk,sack,"Content-Container (e1, e2)"
work,themes,"Message-Topic (e1, e2)"
bands,researchers,"Instrument-Agency (e1, e2)"
regiment,archers,"Member-Collection (e1, e2)"
skin,face,"Component-Whole (e1, e2)"
formations,year,"Entity-Origin (e1, e2)"
cow,milk,"Product-Producer (e1, e2)"
batteries,power,"Instrument-Agency (e1, e2)"
bomb,fruit,"Content-Container (e1, e2)"
burner,dryer,"Component-Whole (e1, e2)"
humpback,flipper,"Component-Whole (e1, e2)"
vessels,badge,"Content-Container (e1, e2)"
bakers,handle,"Instrument-Agency (e1, e2)"
prince,frosting,"Entity-Destination (e1, e2)"
contractions,prostaglandins,"Cause-Effect (e2, e1)"
pleasure,suffering,"Cause-Effect (e1, e2)"
folks,lens,"Instrument-Agency (e1, e2)"
people,twilight zone,"Entity-Destination (e1, e2)"
chicken,soup,"Component-Whole (e1, e2)"
cigarette,alarm,"Cause-Effect (e1, e2)"
magazine,developments,"Message-Topic (e1, e2)"
casket,casket,"Content-Container (e1, e2)"
window,train,"Component-Whole (e1, e2)"
drawing,man,"Message-Topic (e1, e2)"
chess openings,literature,"Message-Topic (e1, e2)"
powder,roll,"Content-Container (e1, e2)"
body,suitcase,"Content-Container (e1, e2)"
sweeper,end,"Entity-Destination (e1, e2)"
abridger,eye,"Instrument-Agency (e1, e2)"
proclamation,flu,"Message-Topic (e1, e2)"
Rumors,public,"Entity-Destination (e1, e2)"
book,cupboard,"Entity-Destination (e1, e2)"
infant,box,"Content-Container (e1, e2)"
complications,deaths,"Cause-Effect (e1, e2)"
brood,chicks,"Member-Collection (e1, e2)"
trail,village,"Entity-Origin (e1, e2)"
pilots,trouble,"Entity-Destination (e1, e2)"
grower,moldboard,"Instrument-Agency (e1, e2)"
maker,handbags,"Product-Producer (e1, e2)"
recipe,grandmother,"Entity-Origin (e1, e2)"
steam,combustion,"Cause-Effect (e2, e1)"
timers,event,"Entity-Origin (e1, e2)"
clergy,faiths,"Member-Collection (e1, e2)"
dule,turkeys,"Member-Collection (e1, e2)"
shifts,gas flows,"Cause-Effect (e2, e1)"
teacher,book,"Entity-Destination (e1, e2)"
declaration,climate change,"Message-Topic (e1, e2)"
contents,packet,"Content-Container (e1, e2)"
flight,stairs,"Component-Whole (e1, e2)"
Lesions,hemiparesis,"Cause-Effect (e1, e2)"
initiative,obesity,"Message-Topic (e1, e2)"
book,role,"Message-Topic (e1, e2)"
frontpage,news paper,"Component-Whole (e1, e2)"
chip,reliquary,"Content-Container (e1, e2)"
blank,carton,"Component-Whole (e1, e2)"
meinie,sparrows,"Member-Collection (e1, e2)"
fluid,body,"Entity-Destination (e1, e2)"
princess,storm,"Entity-Origin (e1, e2)"
olive oil,salad,"Content-Container (e1, e2)"
acid,bottle,"Content-Container (e1, e2)"
transformer,shield,"Instrument-Agency (e1, e2)"
article,impulsivity,"Message-Topic (e1, e2)"
cadre,combinations,"Member-Collection (e1, e2)"
letter,teaching duties,"Message-Topic (e1, e2)"
projects,markets,"Entity-Destination (e1, e2)"
sleeve,blouse,"Component-Whole (e1, e2)"
issues,law,"Message-Topic (e1, e2)"
congestion,delays,"Cause-Effect (e1, e2)"
report,death,"Message-Topic (e1, e2)"
suspects,police,"Entity-Destination (e1, e2)"
Concerns,data protection,"Message-Topic (e1, e2)"
catch,fish,"Content-Container (e1, e2)"
program,notes,"Product-Producer (e1, e2)"
term,metaphor,"Entity-Origin (e1, e2)"
answer,paragraph,"Content-Container (e1, e2)"
anthology,novels,"Content-Container (e1, e2)"
officer,ram,"Instrument-Agency (e1, e2)"
bastard,velocity,Other
verses,people,"Product-Producer (e2, e1)"
text,text box,"Content-Container (e1, e2)"
dentist,drill,"Instrument-Agency (e1, e2)"
competition,station,Other
proverb,parts,"Component-Whole (e1, e2)"
picture,file,"Content-Container (e1, e2)"
plasma,discharge,"Cause-Effect (e1, e2)"
artwork,evening,"Entity-Origin (e1, e2)"
indicator,bus,"Component-Whole (e1, e2)"
horn,end,"Component-Whole (e1, e2)"
copper,molds,"Entity-Destination (e1, e2)"
storylines,chapters,"Component-Whole (e1, e2)"
padlock,cage,"Component-Whole (e1, e2)"
book,social history,"Message-Topic (e1, e2)"
methods,paper,"Message-Topic (e1, e2)"
coffee,pot,"Content-Container (e1, e2)"
ensemble,clothes,"Member-Collection (e1, e2)"
zoo,monsters,"Content-Container (e1, e2)"
dust,caisson,"Content-Container (e1, e2)"
guest,mallet,"Instrument-Agency (e1, e2)"
infections,disease,"Cause-Effect (e1, e2)"
treatment,ultrasound,"Instrument-Agency (e1, e2)"
lathe,friend,Other
jump,deterioration,"Cause-Effect (e1, e2)"
cocaine,pressure,"Cause-Effect (e1, e2)"
man,building,"Entity-Destination (e1, e2)"
file,pages,"Content-Container (e1, e2)"
locomotives,engines,"Component-Whole (e1, e2)"
dirt,canister,"Entity-Destination (e1, e2)"
spike,glitch,"Cause-Effect (e1, e2)"
complex,restaurant,"Component-Whole (e1, e2)"
horde,hackers,"Member-Collection (e1, e2)"
areas,spaces,"Component-Whole (e1, e2)"
recordings,public domain,"Entity-Destination (e1, e2)"
book,author,"Product-Producer (e2, e1)"
brigade,guns,"Member-Collection (e1, e2)"
Stimulation,latency,"Cause-Effect (e1, e2)"
artist,pointer,"Instrument-Agency (e1, e2)"
oatmeal,cookies,"Component-Whole (e1, e2)"
clamour,rooks,"Entity-Origin (e2, e1)"
grenade,crowd,"Entity-Destination (e1, e2)"
intellect,pen,"Instrument-Agency (e1, e2)"
tribe,baboons,"Member-Collection (e1, e2)"
verses,freedom,"Message-Topic (e1, e2)"
coughing,inhaling,"Cause-Effect (e2, e1)"
data,section,"Content-Container (e1, e2)"
character-compeers,profligates,Other
intestine,cat,"Content-Container (e1, e2)"
outbreak,vaccine,"Cause-Effect (e2, e1)"
communion,churches,"Member-Collection (e1, e2)"
handle,dishwasher,"Component-Whole (e1, e2)"
suitcase,items,"Content-Container (e1, e2)"
tests,substance,"Instrument-Agency (e1, e2)"
price,weeks,Other
facemasks,reduction,"Instrument-Agency (e1, e2)"
ratpack,folks,"Member-Collection (e1, e2)"
basket,faces,"Content-Container (e1, e2)"
report,requirements,"Message-Topic (e1, e2)"
collagen,shavings,"Entity-Origin (e2, e1)"
keyboard,keypad keys,"Component-Whole (e1, e2)"
vest,uniform,"Component-Whole (e1, e2)"
chief,police,"Member-Collection (e1, e2)"
ads,dangers,"Message-Topic (e1, e2)"
afternoon,drink,Other
swim bladder,fish,"Component-Whole (e1, e2)"
impact,slit,"Cause-Effect (e1, e2)"
sailor,cudgel,"Instrument-Agency (e1, e2)"
menage,styles,"Member-Collection (e1, e2)"
effort,development,"Cause-Effect (e1, e2)"
series,crimes,"Message-Topic (e1, e2)"
officers,leave,"Entity-Destination (e1, e2)"
Stress,panic attacks,"Cause-Effect (e1, e2)"
pads,mice,"Component-Whole (e1, e2)"
peanut butter,cookies,"Component-Whole (e1, e2)"
graph,format,Other
Lumberjacks,handle,"Instrument-Agency (e1, e2)"
works,epistemology,"Message-Topic (e1, e2)"
baby,cupboard drawer,"Content-Container (e1, e2)"
drift,cattle traffic,Other
metro,station,"Component-Whole (e1, e2)"
Victims,room,"Entity-Destination (e1, e2)"
blogs,news,"Message-Topic (e1, e2)"
sand,hourglass,"Content-Container (e1, e2)"
valve,heart,"Component-Whole (e1, e2)"
marines,towns,"Entity-Destination (e1, e2)"
plane,dive,"Entity-Destination (e1, e2)"
president,jobs,"Entity-Destination (e1, e2)"
bomb,bin,"Content-Container (e1, e2)"
staff,shop,"Member-Collection (e1, e2)"
recovery,storm,"Cause-Effect (e2, e1)"
flame,vessel,"Content-Container (e1, e2)"
array,group,"Product-Producer (e2, e1)"
head,jar,"Content-Container (e1, e2)"
chair,corporation,"Member-Collection (e1, e2)"
drop,recession,"Cause-Effect (e2, e1)"
pandemic,virus,"Cause-Effect (e2, e1)"
band,products,"Instrument-Agency (e1, e2)"
processes,acids,"Product-Producer (e1, e2)"
ring,associates,"Member-Collection (e1, e2)"
forces,troops,"Member-Collection (e1, e2)"
existence,speech,"Message-Topic (e1, e2)"
switchboard,operator,"Member-Collection (e1, e2)"
plant material,suburb,"Entity-Destination (e1, e2)"
term,expression,"Entity-Origin (e1, e2)"
serum,cheeses,"Entity-Origin (e1, e2)"
state,report,"Message-Topic (e1, e2)"
Unemployment,abuse,"Cause-Effect (e1, e2)"
list,colors,"Content-Container (e1, e2)"
discussion,content,"Message-Topic (e1, e2)"
body,laundry bag,"Content-Container (e1, e2)"
products,agreement,Other
battery,questions,"Content-Container (e1, e2)"
Goods,countries,"Entity-Destination (e1, e2)"
roof,supermarket,"Component-Whole (e1, e2)"
contestant,answer,Other
button,dash,"Component-Whole (e1, e2)"
gases,sources,"Entity-Origin (e1, e2)"
student,window,Other
Personality,style,"Component-Whole (e1, e2)"
course,holes,"Component-Whole (e1, e2)"
Acne,irritants,"Cause-Effect (e2, e1)"
filename extension,file,"Component-Whole (e1, e2)"
verbalizations,questions,"Message-Topic (e1, e2)"
talks,overtime,"Entity-Destination (e1, e2)"
textile,factories,Other
library,books,"Content-Container (e1, e2)"
mouth,cave,"Component-Whole (e1, e2)"
plains,mountain,Other
anthology,songs,"Content-Container (e1, e2)"
Sadness,dissatisfaction,"Cause-Effect (e1, e2)"
certificate,product,Other
sounds,species,Other
hinge,oyster,"Component-Whole (e1, e2)"
baby,cedar chest,"Content-Container (e1, e2)"
fitter,gauge,"Instrument-Agency (e1, e2)"
system,power,Other
frustration,debugging,Other
screaming,shooting,Other
excerpt,theme,"Message-Topic (e1, e2)"
rhyme,thing,"Product-Producer (e2, e1)"
Berry,wine,"Product-Producer (e1, e2)"
body,cask,"Content-Container (e1, e2)"
water,erosion,"Cause-Effect (e1, e2)"
fan,air,"Instrument-Agency (e1, e2)"
glands,ducks,"Component-Whole (e1, e2)"
papillomavirus,warts,"Cause-Effect (e1, e2)"
crash,meteor,"Cause-Effect (e2, e1)"
day,chaos,"Cause-Effect (e2, e1)"
body,muscle,"Component-Whole (e1, e2)"
plantation,bananas,"Content-Container (e1, e2)"
coughing,suffocation,"Cause-Effect (e2, e1)"
supreme court,amendment,"Message-Topic (e1, e2)"
paper,derivation,"Message-Topic (e1, e2)"
closure,pipe,"Entity-Destination (e1, e2)"
dolphin,tail,"Component-Whole (e1, e2)"
extinction,deforestation,"Cause-Effect (e2, e1)"
leader,organization,"Member-Collection (e1, e2)"
word,language,"Entity-Origin (e1, e2)"
students,assembly,"Entity-Destination (e1, e2)"
researchers,report,"Product-Producer (e1, e2)"
wings,duckling,"Component-Whole (e1, e2)"
producers,produce,"Product-Producer (e1, e2)"
stethoscope,head,"Component-Whole (e1, e2)"
band,album,"Product-Producer (e1, e2)"
congress,baboons,Other
patient,coma,"Entity-Destination (e1, e2)"
Swine flu,disease,"Cause-Effect (e1, e2)"
evacuation,accident,"Cause-Effect (e2, e1)"
Lasers,wavelengths,"Instrument-Agency (e1, e2)"
devastation,flooding,"Cause-Effect (e2, e1)"
sleeve,coil,"Content-Container (e1, e2)"
fetus,embryo,"Entity-Origin (e1, e2)"
speech,combustion,"Cause-Effect (e1, e2)"
tension,muscles,"Entity-Destination (e1, e2)"
ticks,discomfort,"Cause-Effect (e1, e2)"
news,plane,"Message-Topic (e1, e2)"
shovel,neighbor,"Instrument-Agency (e1, e2)"
letter,dispute,"Message-Topic (e1, e2)"
raid,crisis,"Cause-Effect (e1, e2)"
scheme,access,"Message-Topic (e1, e2)"
paint,aluminium,"Entity-Destination (e1, e2)"
documents,meeting,"Message-Topic (e1, e2)"
speech,child labour,"Message-Topic (e1, e2)"
laptop,processor,"Component-Whole (e1, e2)"
artwork,exhibit,"Content-Container (e1, e2)"
nature,disarray,"Cause-Effect (e2, e1)"
tension,fighting,"Cause-Effect (e2, e1)"
stress,battles,"Cause-Effect (e2, e1)"
convicts,guards,Other
business,letter,Other
letter,instructions,"Message-Topic (e1, e2)"
book,debate,"Message-Topic (e1, e2)"
meet,hounds,Other
copse,trees,"Component-Whole (e1, e2)"
class,sociology,"Message-Topic (e1, e2)"
league,exhibitions,"Member-Collection (e1, e2)"
paragraphs,ideas,"Message-Topic (e1, e2)"
photograph,memory,"Cause-Effect (e1, e2)"
surgeon,team,"Member-Collection (e1, e2)"
bait,frig,Other
cabal,murderers,"Member-Collection (e1, e2)"
garden,window box,"Content-Container (e1, e2)"
portion,spectrum,"Component-Whole (e1, e2)"
calendar,saints,"Content-Container (e1, e2)"
report,derailment,"Message-Topic (e1, e2)"
devastation,fire,"Cause-Effect (e2, e1)"
conference,roundtables,"Content-Container (e1, e2)"
cocaine,suitcase,"Content-Container (e1, e2)"
projects,aspects,"Message-Topic (e1, e2)"
cockatiel,morning,Other
apparatus,vessel,"Content-Container (e1, e2)"
sketch,ideas,"Message-Topic (e1, e2)"
business,ferrets,"Member-Collection (e1, e2)"
funds,schemes,"Entity-Destination (e1, e2)"
head,clothing,"Content-Container (e1, e2)"
court,rule,"Instrument-Agency (e1, e2)"
storm,cold front,"Cause-Effect (e2, e1)"
article,book,"Component-Whole (e1, e2)"
mechanism,gun,"Component-Whole (e1, e2)"
test,exam,"Component-Whole (e1, e2)"
mother,breast,"Content-Container (e1, e2)"
order,overseas address,"Entity-Destination (e1, e2)"
slices,basket,"Content-Container (e1, e2)"
matter,black hole,"Content-Container (e1, e2)"
guide,issues,"Message-Topic (e1, e2)"
firm,report,"Product-Producer (e1, e2)"
ubiquity,sparrows,Other
Joint problems,osteoarthitis,"Cause-Effect (e2, e1)"
lactoferrin,blood,"Entity-Destination (e1, e2)"
examination,head,"Entity-Destination (e1, e2)"
locomotive,platform,"Entity-Origin (e1, e2)"
archives,studies,"Product-Producer (e1, e2)"
Scientists,warning,"Product-Producer (e1, e2)"
money,safe,"Content-Container (e1, e2)"
flame,turnip,"Content-Container (e1, e2)"
tutorial,musical theory,"Message-Topic (e1, e2)"
necklace,chain,"Component-Whole (e1, e2)"
corps,giraffes,"Member-Collection (e1, e2)"
lice,infestation,"Cause-Effect (e1, e2)"
photos,journal,"Entity-Destination (e1, e2)"
undulation,cliffs,Other
title,book,"Component-Whole (e1, e2)"
mask,protection,"Instrument-Agency (e1, e2)"
mechanism,bath,"Content-Container (e1, e2)"
destruction,war,"Cause-Effect (e2, e1)"
file,directory,"Entity-Destination (e1, e2)"
facts,legal proceeding,"Message-Topic (e1, e2)"
files,plot,"Message-Topic (e1, e2)"
train,station,"Entity-Destination (e1, e2)"
troops,region,"Entity-Destination (e1, e2)"
End-sequencing,reads,Other
trip,dotterel,"Member-Collection (e1, e2)"
stone,pot,"Content-Container (e1, e2)"
cognac,bottle,"Content-Container (e1, e2)"
memories,days,"Entity-Origin (e1, e2)"
project,state,"Message-Topic (e1, e2)"
leader,police,"Entity-Destination (e1, e2)"
chickens,box,"Content-Container (e1, e2)"
clerk,shop,"Component-Whole (e1, e2)"
accident,snarl,"Cause-Effect (e1, e2)"
pressure,process,"Instrument-Agency (e1, e2)"
colony,rabbits,"Member-Collection (e1, e2)"
oil painting,frame,"Content-Container (e1, e2)"
man,truck,"Instrument-Agency (e1, e2)"
statute,trade,"Message-Topic (e1, e2)"
covey,grouse,"Member-Collection (e1, e2)"
injury,person,"Cause-Effect (e1, e2)"
train,tunnel,"Entity-Destination (e1, e2)"
sculptor,maker,"Component-Whole (e1, e2)"
words,curate,"Entity-Origin (e1, e2)"
blackcurrent,syrup,"Component-Whole (e1, e2)"
shaman,herbs,"Instrument-Agency (e1, e2)"
communion,believers,"Member-Collection (e1, e2)"
singular,boars,"Member-Collection (e1, e2)"
pod,dolphins,"Member-Collection (e1, e2)"
song,group,"Product-Producer (e2, e1)"
interferon,fever,"Cause-Effect (e1, e2)"
word,verb,"Entity-Origin (e1, e2)"
Pressure,friction,"Cause-Effect (e1, e2)"
rat,cell,"Entity-Destination (e1, e2)"
recovery,tsunami,"Entity-Origin (e1, e2)"
pocket,robe,"Component-Whole (e1, e2)"
brain,jar,"Content-Container (e1, e2)"
poet,poems,"Product-Producer (e1, e2)"
veto,president,"Instrument-Agency (e1, e2)"
rabble,appetites,Other
countries,history,"Entity-Origin (e1, e2)"
science fiction,roles,"Message-Topic (e1, e2)"
fraternity,cultures,"Member-Collection (e1, e2)"
Cancellations,mail,"Entity-Destination (e1, e2)"
world,process,"Entity-Origin (e1, e2)"
motet,idea,"Entity-Origin (e1, e2)"
method,step,"Component-Whole (e1, e2)"
creator,game,"Product-Producer (e1, e2)"
cornucopia,reviews,"Content-Container (e1, e2)"
floods,rains,"Cause-Effect (e1, e2)"
umpire,game,"Component-Whole (e1, e2)"
physicist,term,"Product-Producer (e1, e2)"
brigade,guards,"Member-Collection (e1, e2)"
buses,airport,"Entity-Destination (e1, e2)"
predisposition,diseases,"Cause-Effect (e1, e2)"
run,poultry,"Entity-Destination (e1, e2)"
sketch,sleeve,"Content-Container (e1, e2)"
water,flask,"Content-Container (e1, e2)"
crystal,molecules,"Component-Whole (e1, e2)"
software,developer,"Product-Producer (e2, e1)"
bag,items,"Content-Container (e1, e2)"
solute,micelle,"Component-Whole (e1, e2)"
beam,emission,"Cause-Effect (e2, e1)"
book,library,"Entity-Origin (e2, e1)"
groups,tunnel,"Instrument-Agency (e1, e2)"
party,pledge,"Message-Topic (e1, e2)"
orange slices,meals,"Component-Whole (e1, e2)"
legion,swordsmen,"Member-Collection (e1, e2)"
