head_entity_text,tail_entity_text,relation
bootlegger,staples,"Instrument-Agency (e1, e2)"
clump,reeds,"Member-Collection (e1, e2)"
stories,prequels,"Product-Producer (e1, e2)"
code,process,"Entity-Destination (e1, e2)"
man,testosterone,"Component-Whole (e1, e2)"
fire,area,"Entity-Origin (e1, e2)"
harm,quake,"Cause-Effect (e2, e1)"
tritium,water,"Entity-Destination (e1, e2)"
comment,developer,"Product-Producer (e2, e1)"
infections,malodor,"Cause-Effect (e1, e2)"
gas,algae,"Product-Producer (e1, e2)"
fungi,disease,"Cause-Effect (e1, e2)"
Diabetes,disorders,"Component-Whole (e1, e2)"
clashes,deaths,"Cause-Effect (e1, e2)"
fleet,ship,"Component-Whole (e2, e1)"
tool,handles,"Component-Whole (e2, e1)"
butterfly,patio,"Entity-Destination (e1, e2)"
daughter,coma,Other
division,soldiers,"Member-Collection (e2, e1)"
variations,stratospheric winds,"Cause-Effect (e2, e1)"
laugh,hairs,"Cause-Effect (e1, e2)"
plum,wine,"Product-Producer (e2, e1)"
introduction,book,"Component-Whole (e1, e2)"
rock,strokes,"Component-Whole (e2, e1)"
creator,worm,"Product-Producer (e2, e1)"
evidence,study,"Entity-Origin (e1, e2)"
meal,rice,"Component-Whole (e2, e1)"
stack,objects,"Member-Collection (e2, e1)"
tank,bunker,"Content-Container (e1, e2)"
maps,portfolio,"Content-Container (e1, e2)"
balm,soul,"Entity-Destination (e1, e2)"
man,custody,"Entity-Destination (e1, e2)"
tears,river,"Entity-Destination (e1, e2)"
reservoir,operation,"Entity-Destination (e1, e2)"
handful,tidbits,"Member-Collection (e2, e1)"
tree,trunks,"Component-Whole (e2, e1)"
unit,transportation,"Instrument-Agency (e1, e2)"
insight,problem,"Entity-Destination (e1, e2)"
statement,leadership,"Product-Producer (e1, e2)"
fish,shoal,"Member-Collection (e1, e2)"
wine,can,"Content-Container (e1, e2)"
log- jam,cases,"Member-Collection (e2, e1)"
journal,book reviews,"Component-Whole (e2, e1)"
talk,challenges,"Message-Topic (e1, e2)"
bloodshed,growth,"Cause-Effect (e2, e1)"
correspondence,cheque,"Content-Container (e1, e2)"
class,therapeutic benefits,Other
flink,cows,"Member-Collection (e2, e1)"
ring,partners,"Member-Collection (e2, e1)"
Tree,bark,"Component-Whole (e2, e1)"
bolt,firearm,"Component-Whole (e1, e2)"
water,evaporators,"Entity-Origin (e1, e2)"
questionnaire,sections,"Component-Whole (e2, e1)"
disputation,lawyers,Other
benefits,sentence,"Content-Container (e2, e1)"
witch,bone,"Instrument-Agency (e1, e2)"
biosurfactant,oil,"Product-Producer (e1, e2)"
steps,ladder,"Component-Whole (e1, e2)"
bottle,isopropanol,"Content-Container (e1, e2)"
letter,group,"Entity-Origin (e1, e2)"
stranger,brother,Other
rudders,towboats,"Instrument-Agency (e1, e2)"
tribes,houses,Other
rain,forest canopy,"Entity-Origin (e1, e2)"
boat,harbour,"Entity-Origin (e1, e2)"
anxiety,accident,"Cause-Effect (e2, e1)"
company,obligations,Other
community,scholars,"Member-Collection (e2, e1)"
room,corner,"Entity-Destination (e1, e2)"
technique,websites,"Instrument-Agency (e1, e2)"
file cabinet,IOU,"Content-Container (e1, e2)"
policeman,police force,"Member-Collection (e1, e2)"
sunflower,oil,"Product-Producer (e2, e1)"
stores,areas,"Component-Whole (e2, e1)"
energy,source,"Entity-Origin (e1, e2)"
publications,similarities,"Message-Topic (e1, e2)"
man,bat,"Instrument-Agency (e1, e2)"
remnants,box,"Content-Container (e1, e2)"
cerebrum,hemispheres,"Component-Whole (e2, e1)"
clowder,cats,"Member-Collection (e2, e1)"
powder,casing,"Content-Container (e1, e2)"
soul,body,"Entity-Origin (e1, e2)"
remote control,water,"Entity-Destination (e1, e2)"
books,identification,"Message-Topic (e1, e2)"
energy,charge,"Entity-Origin (e1, e2)"
nucleocapsids,nuclei,"Entity-Destination (e1, e2)"
nest,hornets,"Member-Collection (e2, e1)"
spindle,pump,"Component-Whole (e1, e2)"
caravan,camels,"Member-Collection (e2, e1)"
crimes,show,"Message-Topic (e1, e2)"
chocolate,butter,"Component-Whole (e1, e2)"
niece,apartment,"Entity-Destination (e1, e2)"
design,architect,"Product-Producer (e1, e2)"
cook,coals,Other
acne,cosmetics,"Cause-Effect (e2, e1)"
moons,collaboration,"Product-Producer (e1, e2)"
light,face,"Entity-Origin (e1, e2)"
receiver,catch,Other
shirt,sleeve,"Component-Whole (e2, e1)"
garden,pail,"Content-Container (e1, e2)"
document,interrogation,"Message-Topic (e1, e2)"
nuts,tires,"Component-Whole (e1, e2)"
man,knife,"Instrument-Agency (e1, e2)"
stone,cup,"Content-Container (e1, e2)"
noise,resistors,"Cause-Effect (e2, e1)"
damage,reconstruction,Other
dialogue,economic impact,"Message-Topic (e1, e2)"
bank,plans,"Product-Producer (e1, e2)"
light,turrets,"Entity-Origin (e1, e2)"
stew,cauldron,"Content-Container (e1, e2)"
sedge,bitterns,"Member-Collection (e2, e1)"
woman,village,"Entity-Origin (e1, e2)"
questions,cultural differences,"Message-Topic (e1, e2)"
phosphorus,calcium loss,"Cause-Effect (e1, e2)"
furnace,thermostat,"Component-Whole (e2, e1)"
bureau,committee,"Product-Producer (e1, e2)"
mover,hamburger,Other
wallet,locker,"Content-Container (e1, e2)"
book,chapters,"Component-Whole (e2, e1)"
display case,desserts,"Content-Container (e1, e2)"
chemicals,river,"Entity-Destination (e1, e2)"
member,team,"Member-Collection (e1, e2)"
script,index,"Product-Producer (e1, e2)"
preview,blog,"Entity-Destination (e1, e2)"
radio,development,"Message-Topic (e1, e2)"
convict,claim,"Instrument-Agency (e1, e2)"
armor,chest,"Content-Container (e1, e2)"
dust,irritation,"Cause-Effect (e1, e2)"
flakeboard,guardrail,"Product-Producer (e1, e2)"
troop,princesses,"Member-Collection (e2, e1)"
plastic bag,marijuana,"Content-Container (e1, e2)"
thermostat,refrigerator,"Component-Whole (e1, e2)"
crisis,sector,"Entity-Origin (e1, e2)"
hormone,gland,"Product-Producer (e1, e2)"
researcher,programme,"Product-Producer (e1, e2)"
mountain,landscapes,"Component-Whole (e2, e1)"
boxes,house,"Entity-Destination (e1, e2)"
heat,metamorphism,"Cause-Effect (e1, e2)"
optimization,engineers,"Instrument-Agency (e1, e2)"
phalanx,comrades,"Member-Collection (e2, e1)"
flange,baboons,"Member-Collection (e2, e1)"
architect,strip,"Instrument-Agency (e1, e2)"
fever,stress,"Cause-Effect (e1, e2)"
aircraft,flight,"Entity-Origin (e1, e2)"
recipe,friends,"Entity-Origin (e1, e2)"
mastiffs,homes,"Entity-Destination (e1, e2)"
pin,potentiometer,"Component-Whole (e1, e2)"
nide,pheasants,"Member-Collection (e1, e2)"
statement,topics,"Message-Topic (e1, e2)"
article,music,"Message-Topic (e1, e2)"
bottle,gold dust,"Content-Container (e1, e2)"
weight,collapse,"Cause-Effect (e1, e2)"
committee,recommendations,"Product-Producer (e1, e2)"
circle,mobsters,"Member-Collection (e1, e2)"
nose,tissue,"Component-Whole (e1, e2)"
monsoons,change,"Cause-Effect (e2, e1)"
rules,behavior,"Instrument-Agency (e1, e2)"
explosion,blast,"Cause-Effect (e2, e1)"
sadness,fear,"Cause-Effect (e1, e2)"
padding,helmets,"Content-Container (e2, e1)"
letters,addresses,"Entity-Destination (e1, e2)"
kitchen,fridge,"Component-Whole (e1, e2)"
shop,booth,"Component-Whole (e1, e2)"
damage,hallucinogens,"Cause-Effect (e2, e1)"
flu,chills,"Component-Whole (e1, e2)"
device,port,"Entity-Destination (e1, e2)"
workshop,tools,"Content-Container (e1, e2)"
joke,comedy,"Component-Whole (e1, e2)"
grain,whisky,"Component-Whole (e1, e2)"
quarterback,pass,"Instrument-Agency (e1, e2)"
cistern,liquids,"Content-Container (e1, e2)"
policy,prevention,"Instrument-Agency (e1, e2)"
catapult,arm,"Component-Whole (e2, e1)"
company,research,"Product-Producer (e1, e2)"
people,areas,"Entity-Destination (e1, e2)"
decedent,yard,"Entity-Origin (e1, e2)"
heart,valves,"Component-Whole (e1, e2)"
author,birth,"Message-Topic (e1, e2)"
page,conventions,"Content-Container (e1, e2)"
blaze,fault,"Cause-Effect (e2, e1)"
bean,flour,"Component-Whole (e1, e2)"
key,member,Other
merger,opposition,Other
regulation,valve,"Instrument-Agency (e2, e1)"
bullet,head,"Entity-Destination (e1, e2)"
computer,area,"Entity-Destination (e1, e2)"
details,interview,"Content-Container (e2, e1)"
debris,fire,"Cause-Effect (e2, e1)"
flu,stress,"Cause-Effect (e1, e2)"
slot machine,reels,"Component-Whole (e1, e2)"
rod,cylinder,"Component-Whole (e2, e1)"
archive,months,"Content-Container (e1, e2)"
Jug,wine,"Content-Container (e1, e2)"
paddle,canister,"Entity-Destination (e1, e2)"
government,science,"Instrument-Agency (e1, e2)"
pages,significance,"Message-Topic (e1, e2)"
cockpit,floor,"Component-Whole (e1, e2)"
team,general counsel,"Member-Collection (e2, e1)"
merchant,duct-flutes,Other
plurality,features,"Member-Collection (e1, e2)"
accident,death,"Cause-Effect (e1, e2)"
kidney,father,Other
technique,laser,"Instrument-Agency (e2, e1)"
species,forest,"Entity-Destination (e1, e2)"
parts,story,"Component-Whole (e1, e2)"
plant,leaves,"Component-Whole (e1, e2)"
starch,sugars,"Cause-Effect (e1, e2)"
employee,comment,"Product-Producer (e1, e2)"
tree,woods,"Entity-Destination (e1, e2)"
council,zones,"Product-Producer (e1, e2)"
theme,street vision,"Message-Topic (e1, e2)"
catheter,artery,"Entity-Destination (e1, e2)"
fever,vaccines,"Cause-Effect (e2, e1)"
decision,maker,"Product-Producer (e2, e1)"
bodies,barrels,"Entity-Destination (e1, e2)"
report,motives,"Message-Topic (e1, e2)"
baseball,arbitrator,Other
report,degree,"Message-Topic (e1, e2)"
tree,woods,"Entity-Destination (e1, e2)"
Acne,oily skin,"Cause-Effect (e2, e1)"
meeting,vote,"Instrument-Agency (e2, e1)"
movie,box set,"Content-Container (e2, e1)"
magazines,subscribers,"Entity-Destination (e1, e2)"
dirt,acne,"Cause-Effect (e1, e2)"
bottle,canteen,Other
sandalwood,soil,"Entity-Origin (e1, e2)"
coil,galvanometer,"Component-Whole (e2, e1)"
sheets,aspects,"Message-Topic (e1, e2)"
project,art,"Instrument-Agency (e2, e1)"
squads,shots,"Product-Producer (e1, e2)"
fuselage,bay,"Component-Whole (e1, e2)"
rabble,persons,"Member-Collection (e1, e2)"
pole,receptacle,"Entity-Destination (e1, e2)"
brain,cerebellum,"Component-Whole (e1, e2)"
pillow,foam,"Component-Whole (e1, e2)"
houses,government,"Product-Producer (e2, e1)"
pile,books,"Member-Collection (e1, e2)"
rules,criteria,"Message-Topic (e1, e2)"
remnant,epochs,"Entity-Origin (e1, e2)"
player,keyframe,"Instrument-Agency (e1, e2)"
ship,fleet,"Member-Collection (e2, e1)"
blogs,life,"Message-Topic (e1, e2)"
teacher,blackboard,"Instrument-Agency (e1, e2)"
work,employee,"Product-Producer (e2, e1)"
categories,tourism,"Component-Whole (e1, e2)"
water,ocean,"Entity-Origin (e1, e2)"
mother,depression,Other
troop,fairies,"Member-Collection (e1, e2)"
syrup,cask,"Entity-Origin (e1, e2)"
rainbows,refraction,"Cause-Effect (e2, e1)"
chart,study,"Product-Producer (e2, e1)"
candlestick,maker,"Product-Producer (e2, e1)"
storm,cancellation,"Cause-Effect (e1, e2)"
parade,athletes,"Member-Collection (e1, e2)"
harm,flood,"Cause-Effect (e2, e1)"
history,book,"Content-Container (e2, e1)"
album,jacket,"Content-Container (e2, e1)"
aid,countries,"Entity-Destination (e1, e2)"
mustard,mustard seeds,"Product-Producer (e2, e1)"
mother,team,"Member-Collection (e2, e1)"
milk,sack,"Content-Container (e2, e1)"
work,themes,"Message-Topic (e1, e2)"
bands,researchers,"Instrument-Agency (e1, e2)"
regiment,archers,"Member-Collection (e1, e2)"
skin,face,"Component-Whole (e1, e2)"
formations,year,Other
cow,milk,"Product-Producer (e1, e2)"
batteries,power,"Product-Producer (e1, e2)"
bomb,fruit,"Content-Container (e2, e1)"
burner,dryer,"Component-Whole (e2, e1)"
humpback,flipper,"Component-Whole (e1, e2)"
vessels,badge,"Content-Container (e2, e1)"
bakers,handle,"Instrument-Agency (e1, e2)"
prince,frosting,"Instrument-Agency (e1, e2)"
contractions,prostaglandins,"Cause-Effect (e2, e1)"
pleasure,suffering,"Cause-Effect (e2, e1)"
folks,lens,"Instrument-Agency (e2, e1)"
people,twilight zone,"Entity-Destination (e1, e2)"
chicken,soup,"Component-Whole (e1, e2)"
cigarette,alarm,"Cause-Effect (e1, e2)"
magazine,developments,"Message-Topic (e1, e2)"
casket,casket,"Content-Container (e2, e1)"
window,train,"Component-Whole (e1, e2)"
drawing,man,"Message-Topic (e1, e2)"
chess openings,literature,"Content-Container (e2, e1)"
powder,roll,"Content-Container (e1, e2)"
body,suitcase,"Content-Container (e1, e2)"
sweeper,end,"Entity-Destination (e1, e2)"
abridger,eye,Other
proclamation,flu,"Message-Topic (e1, e2)"
Rumors,public,"Entity-Destination (e1, e2)"
book,cupboard,"Content-Container (e1, e2)"
infant,box,"Content-Container (e1, e2)"
complications,deaths,"Cause-Effect (e1, e2)"
brood,chicks,"Member-Collection (e2, e1)"
trail,village,"Entity-Origin (e1, e2)"
pilots,trouble,"Entity-Destination (e1, e2)"
grower,moldboard,"Instrument-Agency (e2, e1)"
maker,handbags,"Product-Producer (e2, e1)"
recipe,grandmother,"Entity-Origin (e1, e2)"
steam,combustion,"Cause-Effect (e2, e1)"
timers,event,"Entity-Origin (e1, e2)"
clergy,faiths,"Member-Collection (e1, e2)"
dule,turkeys,"Member-Collection (e2, e1)"
shifts,gas flows,"Cause-Effect (e2, e1)"
teacher,book,"Product-Producer (e2, e1)"
declaration,climate change,"Message-Topic (e1, e2)"
contents,packet,"Content-Container (e2, e1)"
flight,stairs,"Member-Collection (e2, e1)"
Lesions,hemiparesis,"Cause-Effect (e1, e2)"
initiative,obesity,"Message-Topic (e1, e2)"
book,role,"Message-Topic (e1, e2)"
frontpage,news paper,"Component-Whole (e1, e2)"
chip,reliquary,"Content-Container (e1, e2)"
blank,carton,"Component-Whole (e1, e2)"
meinie,sparrows,"Member-Collection (e2, e1)"
fluid,body,"Entity-Destination (e1, e2)"
princess,storm,Other
olive oil,salad,"Content-Container (e1, e2)"
acid,bottle,"Content-Container (e1, e2)"
transformer,shield,"Instrument-Agency (e1, e2)"
article,impulsivity,"Message-Topic (e1, e2)"
cadre,combinations,"Member-Collection (e2, e1)"
letter,teaching duties,"Message-Topic (e1, e2)"
projects,markets,"Entity-Destination (e1, e2)"
sleeve,blouse,"Component-Whole (e1, e2)"
issues,law,"Message-Topic (e1, e2)"
congestion,delays,"Cause-Effect (e1, e2)"
report,death,"Message-Topic (e1, e2)"
suspects,police,"Entity-Destination (e1, e2)"
Concerns,data protection,"Message-Topic (e1, e2)"
catch,fish,"Member-Collection (e2, e1)"
program,notes,"Instrument-Agency (e2, e1)"
term,metaphor,"Entity-Origin (e1, e2)"
answer,paragraph,"Content-Container (e2, e1)"
anthology,novels,"Member-Collection (e2, e1)"
officer,ram,"Instrument-Agency (e2, e1)"
bastard,velocity,Other
verses,people,"Product-Producer (e1, e2)"
text,text box,"Content-Container (e1, e2)"
dentist,drill,"Instrument-Agency (e2, e1)"
competition,station,"Entity-Origin (e1, e2)"
proverb,parts,"Component-Whole (e2, e1)"
picture,file,"Message-Topic (e1, e2)"
plasma,discharge,"Cause-Effect (e2, e1)"
artwork,evening,"Entity-Origin (e1, e2)"
indicator,bus,"Component-Whole (e1, e2)"
horn,end,"Component-Whole (e2, e1)"
copper,molds,"Content-Container (e1, e2)"
storylines,chapters,"Content-Container (e2, e1)"
padlock,cage,"Component-Whole (e1, e2)"
book,social history,"Content-Container (e1, e2)"
methods,paper,"Content-Container (e2, e1)"
coffee,pot,"Content-Container (e1, e2)"
ensemble,clothes,"Member-Collection (e2, e1)"
zoo,monsters,"Member-Collection (e2, e1)"
dust,caisson,"Content-Container (e2, e1)"
guest,mallet,"Instrument-Agency (e2, e1)"
infections,disease,"Cause-Effect (e1, e2)"
treatment,ultrasound,"Instrument-Agency (e2, e1)"
lathe,friend,"Instrument-Agency (e1, e2)"
jump,deterioration,"Cause-Effect (e2, e1)"
cocaine,pressure,"Cause-Effect (e1, e2)"
man,building,"Entity-Destination (e1, e2)"
file,pages,"Component-Whole (e2, e1)"
locomotives,engines,"Component-Whole (e2, e1)"
dirt,canister,"Content-Container (e1, e2)"
spike,glitch,"Cause-Effect (e1, e2)"
complex,restaurant,"Component-Whole (e2, e1)"
horde,hackers,"Member-Collection (e2, e1)"
areas,spaces,"Entity-Destination (e1, e2)"
recordings,public domain,"Entity-Destination (e1, e2)"
book,author,"Product-Producer (e2, e1)"
brigade,guns,"Member-Collection (e2, e1)"
Stimulation,latency,"Cause-Effect (e1, e2)"
artist,pointer,"Instrument-Agency (e2, e1)"
oatmeal,cookies,"Component-Whole (e1, e2)"
clamour,rooks,"Entity-Origin (e2, e1)"
grenade,crowd,"Entity-Destination (e1, e2)"
intellect,pen,"Instrument-Agency (e2, e1)"
tribe,baboons,"Member-Collection (e2, e1)"
verses,freedom,"Message-Topic (e1, e2)"
coughing,inhaling,"Cause-Effect (e2, e1)"
data,section,"Content-Container (e1, e2)"
character-compeers,profligates,"Member-Collection (e1, e2)"
intestine,cat,"Component-Whole (e1, e2)"
outbreak,vaccine,"Cause-Effect (e2, e1)"
communion,churches,"Member-Collection (e2, e1)"
handle,dishwasher,"Component-Whole (e1, e2)"
suitcase,items,"Content-Container (e1, e2)"
tests,substance,"Instrument-Agency (e2, e1)"
price,weeks,"Entity-Origin (e1, e2)"
facemasks,reduction,"Instrument-Agency (e1, e2)"
ratpack,folks,"Member-Collection (e2, e1)"
basket,faces,"Content-Container (e1, e2)"
report,requirements,"Message-Topic (e1, e2)"
collagen,shavings,"Entity-Origin (e1, e2)"
keyboard,keypad keys,"Component-Whole (e2, e1)"
vest,uniform,"Component-Whole (e1, e2)"
chief,police,"Member-Collection (e1, e2)"
ads,dangers,"Message-Topic (e1, e2)"
afternoon,drink,Other
swim bladder,fish,"Component-Whole (e1, e2)"
impact,slit,"Cause-Effect (e1, e2)"
sailor,cudgel,"Instrument-Agency (e2, e1)"
menage,styles,"Member-Collection (e2, e1)"
effort,development,"Entity-Destination (e1, e2)"
series,crimes,"Message-Topic (e1, e2)"
officers,leave,"Entity-Destination (e1, e2)"
Stress,panic attacks,"Cause-Effect (e1, e2)"
pads,mice,"Component-Whole (e1, e2)"
peanut butter,cookies,"Component-Whole (e1, e2)"
graph,format,"Content-Container (e2, e1)"
Lumberjacks,handle,"Instrument-Agency (e2, e1)"
works,epistemology,"Message-Topic (e1, e2)"
baby,cupboard drawer,"Content-Container (e1, e2)"
drift,cattle traffic,Other
metro,station,"Component-Whole (e2, e1)"
Victims,room,"Entity-Destination (e1, e2)"
blogs,news,"Message-Topic (e1, e2)"
sand,hourglass,"Content-Container (e1, e2)"
valve,heart,"Component-Whole (e1, e2)"
marines,towns,"Entity-Destination (e1, e2)"
plane,dive,"Cause-Effect (e1, e2)"
president,jobs,"Entity-Destination (e1, e2)"
bomb,bin,"Content-Container (e1, e2)"
staff,shop,"Content-Container (e1, e2)"
recovery,storm,"Cause-Effect (e2, e1)"
flame,vessel,"Content-Container (e1, e2)"
array,group,"Product-Producer (e1, e2)"
head,jar,"Content-Container (e1, e2)"
chair,corporation,"Member-Collection (e1, e2)"
drop,recession,"Cause-Effect (e2, e1)"
pandemic,virus,"Cause-Effect (e2, e1)"
band,products,"Instrument-Agency (e1, e2)"
processes,acids,"Cause-Effect (e1, e2)"
ring,associates,"Member-Collection (e2, e1)"
forces,troops,"Component-Whole (e2, e1)"
existence,speech,"Message-Topic (e2, e1)"
switchboard,operator,"Instrument-Agency (e2, e1)"
plant material,suburb,"Entity-Destination (e1, e2)"
term,expression,"Entity-Origin (e1, e2)"
serum,cheeses,"Entity-Origin (e1, e2)"
state,report,"Message-Topic (e2, e1)"
Unemployment,abuse,"Cause-Effect (e1, e2)"
list,colors,"Member-Collection (e2, e1)"
discussion,content,"Message-Topic (e1, e2)"
body,laundry bag,"Content-Container (e1, e2)"
products,agreement,"Product-Producer (e1, e2)"
battery,questions,"Member-Collection (e2, e1)"
Goods,countries,"Entity-Destination (e1, e2)"
roof,supermarket,"Component-Whole (e1, e2)"
contestant,answer,"Product-Producer (e1, e2)"
button,dash,"Component-Whole (e1, e2)"
gases,sources,"Entity-Origin (e1, e2)"
student,window,"Entity-Origin (e1, e2)"
Personality,style,"Component-Whole (e1, e2)"
course,holes,"Component-Whole (e1, e2)"
Acne,irritants,"Cause-Effect (e2, e1)"
filename extension,file,"Component-Whole (e1, e2)"
verbalizations,questions,"Message-Topic (e1, e2)"
talks,overtime,"Entity-Destination (e1, e2)"
textile,factories,"Product-Producer (e2, e1)"
library,books,"Content-Container (e1, e2)"
mouth,cave,"Component-Whole (e1, e2)"
plains,mountain,"Entity-Origin (e2, e1)"
anthology,songs,"Content-Container (e1, e2)"
Sadness,dissatisfaction,"Cause-Effect (e1, e2)"
certificate,product,"Message-Topic (e1, e2)"
sounds,species,"Product-Producer (e1, e2)"
hinge,oyster,"Component-Whole (e1, e2)"
baby,cedar chest,"Content-Container (e1, e2)"
fitter,gauge,"Instrument-Agency (e2, e1)"
system,power,"Product-Producer (e1, e2)"
frustration,debugging,"Cause-Effect (e2, e1)"
screaming,shooting,"Cause-Effect (e2, e1)"
excerpt,theme,"Message-Topic (e1, e2)"
rhyme,thing,"Product-Producer (e1, e2)"
Berry,wine,"Product-Producer (e2, e1)"
body,cask,"Content-Container (e1, e2)"
water,erosion,"Cause-Effect (e1, e2)"
fan,air,"Instrument-Agency (e1, e2)"
glands,ducks,"Component-Whole (e1, e2)"
papillomavirus,warts,"Cause-Effect (e1, e2)"
crash,meteor,"Cause-Effect (e2, e1)"
day,chaos,"Entity-Destination (e1, e2)"
body,muscle,"Component-Whole (e2, e1)"
plantation,bananas,"Content-Container (e1, e2)"
coughing,suffocation,"Cause-Effect (e2, e1)"
supreme court,amendment,"Instrument-Agency (e1, e2)"
paper,derivation,"Message-Topic (e1, e2)"
closure,pipe,"Component-Whole (e1, e2)"
dolphin,tail,"Component-Whole (e2, e1)"
extinction,deforestation,"Cause-Effect (e2, e1)"
leader,organization,"Member-Collection (e1, e2)"
word,language,"Entity-Origin (e1, e2)"
students,assembly,"Entity-Origin (e1, e2)"
researchers,report,"Product-Producer (e1, e2)"
wings,duckling,"Component-Whole (e1, e2)"
producers,produce,"Product-Producer (e1, e2)"
stethoscope,head,"Component-Whole (e1, e2)"
band,album,"Product-Producer (e1, e2)"
congress,baboons,"Member-Collection (e2, e1)"
patient,coma,"Entity-Destination (e1, e2)"
Swine flu,disease,"Component-Whole (e1, e2)"
evacuation,accident,"Cause-Effect (e2, e1)"
Lasers,wavelengths,"Instrument-Agency (e1, e2)"
devastation,flooding,"Cause-Effect (e2, e1)"
sleeve,coil,"Content-Container (e1, e2)"
fetus,embryo,"Entity-Origin (e1, e2)"
speech,combustion,"Cause-Effect (e1, e2)"
tension,muscles,"Entity-Origin (e1, e2)"
ticks,discomfort,"Cause-Effect (e1, e2)"
news,plane,"Message-Topic (e1, e2)"
shovel,neighbor,"Instrument-Agency (e2, e1)"
letter,dispute,"Message-Topic (e1, e2)"
raid,crisis,"Cause-Effect (e1, e2)"
scheme,access,"Instrument-Agency (e1, e2)"
paint,aluminium,"Entity-Origin (e1, e2)"
documents,meeting,"Message-Topic (e1, e2)"
speech,child labour,"Message-Topic (e1, e2)"
laptop,processor,"Component-Whole (e1, e2)"
artwork,exhibit,"Component-Whole (e1, e2)"
nature,disarray,"Entity-Destination (e1, e2)"
tension,fighting,"Cause-Effect (e2, e1)"
stress,battles,"Cause-Effect (e2, e1)"
convicts,guards,"Instrument-Agency (e2, e1)"
business,letter,"Message-Topic (e1, e2)"
letter,instructions,"Content-Container (e1, e2)"
book,debate,"Message-Topic (e1, e2)"
meet,hounds,"Member-Collection (e2, e1)"
copse,trees,"Member-Collection (e1, e2)"
class,sociology,"Message-Topic (e1, e2)"
league,exhibitions,"Member-Collection (e1, e2)"
paragraphs,ideas,"Message-Topic (e1, e2)"
photograph,memory,"Cause-Effect (e1, e2)"
surgeon,team,"Member-Collection (e1, e2)"
bait,frig,"Entity-Origin (e1, e2)"
cabal,murderers,"Member-Collection (e1, e2)"
garden,window box,"Content-Container (e1, e2)"
portion,spectrum,"Product-Producer (e1, e2)"
calendar,saints,"Message-Topic (e1, e2)"
report,derailment,"Message-Topic (e1, e2)"
devastation,fire,"Cause-Effect (e2, e1)"
conference,roundtables,"Component-Whole (e2, e1)"
cocaine,suitcase,"Content-Container (e1, e2)"
projects,aspects,"Message-Topic (e1, e2)"
cockatiel,morning,Other
apparatus,vessel,"Content-Container (e2, e1)"
sketch,ideas,"Message-Topic (e1, e2)"
business,ferrets,"Member-Collection (e2, e1)"
funds,schemes,"Entity-Destination (e1, e2)"
head,clothing,"Entity-Origin (e1, e2)"
court,rule,"Instrument-Agency (e1, e2)"
storm,cold front,"Cause-Effect (e2, e1)"
article,book,"Entity-Origin (e1, e2)"
mechanism,gun,"Component-Whole (e1, e2)"
test,exam,"Component-Whole (e1, e2)"
mother,breast,"Component-Whole (e2, e1)"
order,overseas address,"Entity-Destination (e1, e2)"
slices,basket,"Content-Container (e1, e2)"
matter,black hole,"Content-Container (e1, e2)"
guide,issues,"Message-Topic (e1, e2)"
firm,report,"Product-Producer (e2, e1)"
ubiquity,sparrows,Other
Joint problems,osteoarthitis,"Cause-Effect (e2, e1)"
lactoferrin,blood,"Entity-Destination (e1, e2)"
examination,head,"Component-Whole (e2, e1)"
locomotive,platform,"Entity-Origin (e1, e2)"
archives,studies,"Product-Producer (e2, e1)"
Scientists,warning,"Message-Topic (e1, e2)"
money,safe,"Content-Container (e1, e2)"
flame,turnip,"Content-Container (e1, e2)"
tutorial,musical theory,"Message-Topic (e1, e2)"
necklace,chain,"Component-Whole (e2, e1)"
corps,giraffes,"Member-Collection (e2, e1)"
lice,infestation,"Member-Collection (e2, e1)"
photos,journal,"Entity-Destination (e1, e2)"
undulation,cliffs,"Component-Whole (e2, e1)"
title,book,"Component-Whole (e1, e2)"
mask,protection,"Instrument-Agency (e1, e2)"
mechanism,bath,"Content-Container (e1, e2)"
destruction,war,"Cause-Effect (e2, e1)"
file,directory,"Content-Container (e1, e2)"
facts,legal proceeding,"Message-Topic (e1, e2)"
files,plot,"Message-Topic (e1, e2)"
train,station,"Entity-Origin (e1, e2)"
troops,region,"Entity-Destination (e1, e2)"
End-sequencing,reads,"Cause-Effect (e1, e2)"
trip,dotterel,"Member-Collection (e2, e1)"
stone,pot,"Content-Container (e1, e2)"
cognac,bottle,"Content-Container (e1, e2)"
memories,days,"Entity-Origin (e1, e2)"
project,state,"Message-Topic (e1, e2)"
leader,police,"Entity-Destination (e1, e2)"
chickens,box,"Content-Container (e1, e2)"
clerk,shop,"Content-Container (e2, e1)"
accident,snarl,"Cause-Effect (e1, e2)"
pressure,process,"Instrument-Agency (e1, e2)"
colony,rabbits,"Member-Collection (e2, e1)"
oil painting,frame,"Content-Container (e1, e2)"
man,truck,"Instrument-Agency (e2, e1)"
statute,trade,"Message-Topic (e1, e2)"
covey,grouse,"Member-Collection (e2, e1)"
injury,person,"Cause-Effect (e2, e1)"
train,tunnel,"Content-Container (e1, e2)"
sculptor,maker,Other
words,curate,"Entity-Origin (e2, e1)"
blackcurrent,syrup,"Component-Whole (e1, e2)"
shaman,herbs,"Instrument-Agency (e2, e1)"
communion,believers,"Member-Collection (e2, e1)"
singular,boars,"Member-Collection (e2, e1)"
pod,dolphins,"Member-Collection (e2, e1)"
