head_entity_text,tail_entity_text,predicted_label,true_label
film,economy,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
gunnel,boat,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
word,root,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
pork butt,crock pot,"Entity-Destination (e1, e2)","Content-Container (e1, e2)"
paper,thesis,"Component-Whole (e1, e2)","Entity-Origin (e1, e2)"
photographers,cameras,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
train,airport,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
shark,teeth,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
girls,bottles,"Content-Container (e2, e1)","Instrument-Agency (e2, e1)"
coven,warlocks,"Member-Collection (e2, e1)","Member-Collection (e2, e1)"
capuchins,knives,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
ban,debate,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
cowardice,curs,Other,Other
latte,glass,"Content-Container (e1, e2)","Content-Container (e1, e2)"
chapter,impact,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
music,lives,"Message-Topic (e1, e2)",Other
wheat,countries,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
box,system,"Content-Container (e1, e2)",Other
report,activities,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
guests,wedding,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
needs,society,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
expansion,development,Other,"Cause-Effect (e2, e1)"
sand,hourglass,"Content-Container (e1, e2)","Content-Container (e1, e2)"
name,series,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
belt,asteroids,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
experience,blend,Other,"Cause-Effect (e2, e1)"
chabazite,multiple U-tube,"Content-Container (e1, e2)","Content-Container (e1, e2)"
spill,tanker,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
sunlight,fatigue,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
damage,collision,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
general,role,"Entity-Destination (e1, e2)",Other
statutes,policy,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
disposes,area,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
dopamine,depression,"Cause-Effect (e2, e1)",Other
kingdom,areas,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
railing,bridge,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
referee,game,"Instrument-Agency (e1, e2)",Other
squatters,building,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
farm,greenhouses,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
clauses,framers,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
compound,tube,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
coterie,editors,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
construction,builder,Other,"Instrument-Agency (e1, e2)"
muscles,leg,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
project,standard,"Message-Topic (e1, e2)",Other
turbines,electricity,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
pit,snakes,"Content-Container (e2, e1)",Other
ewes,flock,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
clip,series,"Content-Container (e1, e2)","Entity-Origin (e1, e2)"
suffering,exploitation,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
formalism,literature,"Message-Topic (e1, e2)","Entity-Origin (e1, e2)"
body,drum,"Content-Container (e1, e2)","Content-Container (e1, e2)"
maize,spirits,"Entity-Origin (e1, e2)","Entity-Origin (e2, e1)"
neighbour,fence,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
mechanism,magnet,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
riots,verdict,"Cause-Effect (e1, e2)","Cause-Effect (e2, e1)"
drug,tablet,"Component-Whole (e1, e2)","Entity-Origin (e1, e2)"
results,films,"Content-Container (e1, e2)","Message-Topic (e2, e1)"
quarrel,purchase,"Cause-Effect (e1, e2)",Other
cold,germs,Other,"Cause-Effect (e2, e1)"
neologisms,literature,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
body,suitcase,"Content-Container (e1, e2)","Content-Container (e1, e2)"
program,author,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
helicopters,rotors,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
Responses,presidents,Other,"Entity-Origin (e1, e2)"
story,students,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
bark,phloem,"Component-Whole (e1, e2)",Other
descent,woodpeckers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
setup,chimney,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Strawberry,jam,"Product-Producer (e2, e1)","Entity-Origin (e2, e1)"
bulletin,project,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
book,geographical theory,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
league,movements,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
poison,milk,"Content-Container (e2, e1)","Entity-Destination (e1, e2)"
managers,spreadsheets,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
journalist,office,"Entity-Origin (e1, e2)",Other
society,agents,"Member-Collection (e2, e1)","Member-Collection (e2, e1)"
valley,wines,"Product-Producer (e2, e1)","Entity-Origin (e2, e1)"
talks,contract,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
stories,historical truths,Other,Other
problems,study,"Message-Topic (e1, e2)",Other
sergeant,army,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
weather report,storm conditions,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
soldier,message,"Message-Topic (e2, e1)","Product-Producer (e2, e1)"
growth,hormone,Other,"Cause-Effect (e2, e1)"
umbrella,ribs,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
duo,songs,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
terrorist,organizations,"Component-Whole (e1, e2)",Other
electronic engineer,embedded software,"Entity-Destination (e1, e2)","Instrument-Agency (e2, e1)"
discussion,appendix,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
software,company,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
blackberry,syrup,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
film,maker,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
pocket,trousers,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
tablet,monk,"Product-Producer (e2, e1)","Product-Producer (e1, e2)"
president,corporation,Other,Other
jaws,handle,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
founder,agency,Other,"Product-Producer (e2, e1)"
foot,nails,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
ferret,paw,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
amount,cylinder,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
game,television,Other,Other
plug,valve,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
sister,cradle,"Entity-Destination (e1, e2)",Other
farrow,piglets,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
department,store,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
chain,saws,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
election,appointment,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
polonium,tantalum capsule,"Content-Container (e1, e2)","Content-Container (e1, e2)"
items,store,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
fever,immunizations,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
propellor,blade,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
busloads,contention,"Entity-Destination (e1, e2)",Other
mother,sweater,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
remuda,horses,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
plague,locusts,Other,Other
exhibits,fall fair,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
taxation,government,"Instrument-Agency (e1, e2)","Instrument-Agency (e1, e2)"
literature,recognition,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
wind,draft,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
honey,bottle,"Content-Container (e1, e2)","Content-Container (e1, e2)"
Vehicles,bumpers,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
mischief,mice,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
acidity,carbon dioxide,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
expansion,movements,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
wax,workers,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
author,devil,"Message-Topic (e1, e2)",Other
faction,leaders,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
law-maker,horse,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
bar,injector,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
troops,areas,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Highways,disrepair,"Entity-Destination (e1, e2)",Other
door,truck,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
tea,mug,"Content-Container (e1, e2)","Content-Container (e1, e2)"
observations,monitor,Other,Other
harras,horses,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
raft,ducks,Other,"Member-Collection (e2, e1)"
people,hunger,"Entity-Destination (e1, e2)",Other
clothing,hamper,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
anecdote,band,"Message-Topic (e1, e2)","Product-Producer (e1, e2)"
writer,ink,Other,"Instrument-Agency (e2, e1)"
city,station,"Entity-Destination (e1, e2)","Product-Producer (e2, e1)"
tail,solar wind,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
exploration,waters,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Infectious diseases,parasites,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
Proposals,conference,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
roof,carpenter,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
student,website,"Entity-Destination (e1, e2)","Instrument-Agency (e2, e1)"
trials,day,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
lesson,predominant,Other,"Message-Topic (e1, e2)"
journalists,discussion,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
Women,sheep,Other,"Instrument-Agency (e2, e1)"
definition,standards,Other,"Instrument-Agency (e2, e1)"
posts,installation,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
team,army,"Member-Collection (e1, e2)","Component-Whole (e1, e2)"
report,societal impacts,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
regiment,swordsmen,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
interaction,layers,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
chemical,gland,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
crisis,cost,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
narration,description,Other,"Entity-Destination (e1, e2)"
blood,clot,"Component-Whole (e1, e2)",Other
injuries,fireworks,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
painting,being,Other,"Message-Topic (e1, e2)"
weather,front pages,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
relationship,chaos,"Cause-Effect (e1, e2)",Other
bottle,formula,"Content-Container (e1, e2)","Content-Container (e2, e1)"
waiters,mop,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
desert,lapwings,Other,"Member-Collection (e2, e1)"
norms,issues,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
bomb,radio-cassette player,"Content-Container (e1, e2)","Content-Container (e1, e2)"
key,safe,"Content-Container (e1, e2)","Content-Container (e1, e2)"
philosopher,breakdown,Other,Other
flapper,amplifier,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
wine,carafe,"Content-Container (e1, e2)","Content-Container (e1, e2)"
threat,television,Other,"Cause-Effect (e2, e1)"
citations,book,"Content-Container (e1, e2)","Component-Whole (e1, e2)"
spider,glass box,"Content-Container (e2, e1)","Content-Container (e1, e2)"
platoon,marines,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
plantation,crops,Other,Other
drive,wallet,"Entity-Destination (e1, e2)","Content-Container (e1, e2)"
producer,programs,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
Alcohol,suicide,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
chamber,oven,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
illness,chickenpox,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
wrinkles,sun,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
dependencies,filters,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
ship,port,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
disturbances,erosion,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
think tank,issues,"Message-Topic (e1, e2)",Other
group,scholarships,Other,Other
policeman,police force,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
Science,lives,Other,Other
instrument,polyethylene bag,"Content-Container (e1, e2)","Content-Container (e1, e2)"
camera,suitcase,"Content-Container (e1, e2)","Content-Container (e1, e2)"
mosaicism,mutation,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
citation,books,"Content-Container (e1, e2)","Entity-Origin (e1, e2)"
ship,harbour,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
Considerations,cases,"Message-Topic (e1, e2)",Other
birds,eyes,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
systems,paper,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
scientists,map,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
wife,movement,"Member-Collection (e1, e2)","Member-Collection (e1, e2)"
man,list,Other,"Product-Producer (e2, e1)"
wheels,grinding,Other,Other
disguise,bin,"Entity-Destination (e1, e2)","Content-Container (e1, e2)"
cutter,do-it-yourselfer,"Instrument-Agency (e2, e1)","Instrument-Agency (e1, e2)"
athlete,hurdle,Other,"Entity-Destination (e1, e2)"
tape,handycam,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
organisms,areas,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
rule,approach,Other,"Component-Whole (e1, e2)"
gelatin,animal,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
shop,method,Other,"Instrument-Agency (e2, e1)"
drug,bottle,"Content-Container (e1, e2)","Content-Container (e1, e2)"
bottle,milk,"Content-Container (e2, e1)","Content-Container (e2, e1)"
suitcase,money,"Content-Container (e2, e1)","Content-Container (e2, e1)"
Students,wiki,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
promises,leaders,"Message-Topic (e1, e2)","Product-Producer (e1, e2)"
dollars,economy,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
organization,student,Other,"Product-Producer (e1, e2)"
controversy,intelligence,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
mushroom,sauce,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
boy,windmills,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
Seminars,area,"Entity-Destination (e1, e2)",Other
convention,bills,Other,Other
deleveraging,crisis,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
shipyard,vessel,"Entity-Origin (e2, e1)","Product-Producer (e2, e1)"
dizziness,injury,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
members,ordinance,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
news,interplay,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
substance,cytoplasm,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
water,tank,"Content-Container (e1, e2)","Entity-Destination (e1, e2)"
Fainting,unconsciousness,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
way,debate,"Message-Topic (e1, e2)","Message-Topic (e2, e1)"
treasure trove,concerts,Other,"Member-Collection (e2, e1)"
woman,family,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
bevy,doves,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
pie,sky,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
virus,pandemic,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
clutch,mechanics,Other,"Member-Collection (e2, e1)"
spring,device,"Component-Whole (e1, e2)","Entity-Destination (e1, e2)"
company,house,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
team,brilliance,Other,Other
burns,liquids,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
dispute,plot,"Message-Topic (e1, e2)",Other
confederation,peoples,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
Nitrogen,lakes,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
idiot,motion,"Instrument-Agency (e2, e1)",Other
spacecraft,outer-space,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
exaltation,larks,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
camaraderie,supporters,Other,Other
Methadone,buzz,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
handgun,safe,"Content-Container (e1, e2)","Content-Container (e1, e2)"
flooding,cyclone,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
brigade,followers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
discourse,poet,Other,"Product-Producer (e1, e2)"
jar,lid,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
Fog,delays,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
handful,locations,Other,Other
administration,centres,"Entity-Destination (e1, e2)","Product-Producer (e2, e1)"
rotors,turbines,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
bio-energetics,bio-magnification,Other,"Entity-Destination (e1, e2)"
hurts,memories,"Cause-Effect (e2, e1)","Entity-Origin (e1, e2)"
model,event,Other,Other
convention,ownership,Other,Other
ideas,issue,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
man,pit,"Entity-Destination (e1, e2)","Product-Producer (e2, e1)"
officers,bus,"Entity-Destination (e2, e1)","Instrument-Agency (e2, e1)"
mother,raft,"Product-Producer (e1, e2)","Product-Producer (e2, e1)"
astronauts,capsule,"Entity-Destination (e1, e2)",Other
laboratory,organisation,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
president,corporation,Other,Other
legion,archers,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
skeleton,tomb,"Content-Container (e1, e2)","Content-Container (e1, e2)"
squadron,swans,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
lion,paw,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
money,artwork,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
request,moderator,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
hypothesis,domination,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
volume,understanding,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
process,stricture,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
scars,burns,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
parcels,food items,"Content-Container (e1, e2)","Content-Container (e2, e1)"
lid,bin,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
officials,dossier,Other,"Product-Producer (e2, e1)"
phrase,e-mail,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
gunman,weapons,"Entity-Destination (e1, e2)","Instrument-Agency (e2, e1)"
buns,steamer,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
poems,contests,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Dehydration,death,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
software,developer,Other,"Product-Producer (e1, e2)"
statue,sculptor,"Product-Producer (e1, e2)","Product-Producer (e1, e2)"
tissue,capsule,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
book,friend,Other,"Entity-Origin (e1, e2)"
baby,wipes,Other,"Instrument-Agency (e2, e1)"
ship,port,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
fling,oxbirds,"Member-Collection (e1, e2)","Member-Collection (e2, e1)"
method,country,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
toxins,odor,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
reel,can,"Content-Container (e1, e2)","Content-Container (e1, e2)"
staff,hospital,"Member-Collection (e1, e2)",Other
Accident,delays,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
Student,telephone,Other,"Instrument-Agency (e2, e1)"
user,button,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
plate,electroscope,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
artist,crayons,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
fire,earthquake,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
hostel,building,"Component-Whole (e1, e2)",Other
sword,blade,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
suffering,crisis,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
rags,receptacle,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
volume,inscriptions,"Content-Container (e1, e2)","Message-Topic (e1, e2)"
file,folder,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
comradeship,brothers,Other,"Member-Collection (e2, e1)"
person,goods,"Product-Producer (e2, e1)","Product-Producer (e2, e1)"
note,rating,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
infection,fungus,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
Tonsillitis,micro-organisms,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
Hiccups,spasm,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
location,circle,Other,Other
electricity,biomass,"Product-Producer (e2, e1)","Entity-Origin (e1, e2)"
metaphors,saint,"Message-Topic (e1, e2)","Product-Producer (e1, e2)"
gear,collar,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
mummy,coffins,"Content-Container (e1, e2)","Content-Container (e1, e2)"
aircraft,approach,Other,Other
moments,year,Other,"Entity-Origin (e1, e2)"
memes,copies,"Entity-Destination (e1, e2)",Other
ossicone,cartilage,"Component-Whole (e1, e2)",Other
Cocaine,pineapples,"Content-Container (e1, e2)","Content-Container (e1, e2)"
puppy,garbage bag,"Content-Container (e1, e2)","Content-Container (e1, e2)"
committee,people,"Member-Collection (e2, e1)","Member-Collection (e2, e1)"
Landslides,deaths,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
references,name index,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
Rain,power outage,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
speech,critics,"Message-Topic (e1, e2)",Other
publication,developments,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
machine,memory,"Component-Whole (e1, e2)","Component-Whole (e2, e1)"
irritation,chemicals,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
humiliation,people,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
exhibition,contacts,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
initiations,years,Other,Other
visit,sensation,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
voltage,reaction,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
guard,podium,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
sessions,abstracts,"Message-Topic (e1, e2)","Component-Whole (e2, e1)"
virus,bird,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
funding,newspaper,"Entity-Destination (e1, e2)","Entity-Origin (e1, e2)"
hands,tomb,Other,"Product-Producer (e2, e1)"
atlas,cabinet,"Content-Container (e1, e2)","Entity-Origin (e1, e2)"
vapor,swelling,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
email,person,Other,"Entity-Origin (e1, e2)"
reproductive toxicity,nitrite,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
quotes,movies,"Message-Topic (e1, e2)","Entity-Origin (e1, e2)"
car,seat,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
scuttle,coal,"Content-Container (e1, e2)","Content-Container (e2, e1)"
surface,plates,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
petition,oil,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
superfluity,priests,Other,Other
wheat,flour,"Entity-Origin (e1, e2)","Entity-Origin (e2, e1)"
cameras,booths,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
controversy,assignment,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
speeches,economy,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
ray theory,layer,"Message-Topic (e1, e2)",Other
dispute,interpretation,"Message-Topic (e1, e2)",Other
chairman,political party,Other,"Member-Collection (e1, e2)"
practices,programmers,"Message-Topic (e1, e2)","Instrument-Agency (e1, e2)"
brew,cauldron,"Content-Container (e1, e2)","Content-Container (e1, e2)"
Dioxide,atmosphere,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
mutation,thrushes,Other,"Member-Collection (e2, e1)"
discussion,issues,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
recovery,next year,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
cattle,middle ages,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
book,relationship,"Message-Topic (e1, e2)","Message-Topic (e1, e2)"
button,radio,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
guards,building,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
technician,in-circuit emulator,"Instrument-Agency (e2, e1)","Instrument-Agency (e2, e1)"
wheat,starch,"Component-Whole (e1, e2)","Entity-Origin (e2, e1)"
shank,hook,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
Death,vat,"Entity-Destination (e1, e2)",Other
dataset,documents,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
carriages,train,"Component-Whole (e1, e2)","Component-Whole (e1, e2)"
alliance,brands,Other,"Member-Collection (e2, e1)"
mouse,loaf,"Content-Container (e2, e1)","Content-Container (e1, e2)"
abuse,swelling,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
bird,wing,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
bootlegger,staples,Other,"Instrument-Agency (e2, e1)"
clump,reeds,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
stories,prequels,Other,Other
code,process,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
man,testosterone,Other,Other
fire,area,"Entity-Origin (e1, e2)","Entity-Origin (e1, e2)"
harm,quake,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
tritium,water,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
comment,developer,"Message-Topic (e1, e2)","Product-Producer (e1, e2)"
infections,malodor,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
gas,algae,"Product-Producer (e1, e2)","Entity-Origin (e1, e2)"
fungi,disease,"Cause-Effect (e2, e1)","Cause-Effect (e1, e2)"
Diabetes,disorders,"Member-Collection (e1, e2)",Other
clashes,deaths,"Cause-Effect (e1, e2)","Cause-Effect (e1, e2)"
fleet,ship,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
tool,handles,"Component-Whole (e2, e1)","Component-Whole (e2, e1)"
butterfly,patio,"Entity-Destination (e1, e2)","Entity-Destination (e1, e2)"
daughter,coma,"Cause-Effect (e2, e1)",Other
division,soldiers,"Component-Whole (e1, e2)","Member-Collection (e2, e1)"
variations,stratospheric winds,"Cause-Effect (e2, e1)","Cause-Effect (e2, e1)"
laugh,hairs,"Cause-Effect (e1, e2)",Other
plum,wine,"Product-Producer (e1, e2)","Entity-Origin (e2, e1)"
